priority_rank,recovery_priority_score,recovery_class,recommended_recovery_track,canonical_game_key,game_name,developer,game_url,in_mini_catalog,missing_rank_rows,rank1_missing_rows,top5_missing_rows,top10_missing_rows,top20_missing_rows,best_missing_rank,first_missing_rank_date,last_missing_rank_date,missing_rank_span_days,ranking_types_with_missing,categories_with_missing,sample_missing_dates,has_any_observed_play_count,first_observed_play_count_date,first_observed_play_count,first_observed_play_count_source,first_observed_after_first_missing_days,first_observed_after_last_missing_days,latest_observed_play_count_date,latest_observed_play_count,missing_rows_on_or_after_first_observation,catalog_first_seen_date,catalog_last_seen_date,catalog_best_rank,catalog_top_n_appearances,catalog_listing_play_count_rows,catalog_max_listing_play_count_observed,metrics_status,metrics_rows,first_metric_date,last_metric_date,no_history_evidence_bucket,page_gap_status,count_source_probe_status,alternate_endpoint_cdx_rows,endpoint_observations,candidates_with_cdx_rows,recovered_count_rows,current_live_metric_status,observed_categories,platform_flags,classification_confidence
539,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/kebabs91/3d-ghost-maze,3D Ghost Maze,kebabs91,http://www.kongregate.com/games/kebabs91/3d-ghost-maze,yes,1,0,1,1,1,5,2014-09-20,2014-09-20,0,newest (1),,2014-09-20,yes,2026-06-30,500,live_metrics_json,4301,4301,2026-06-30,500,0,2014-09-20,2014-09-20,5,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
540,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/oinkiguana/white,White,OinkIguana,http://www.kongregate.com/games/OinkIguana/white,yes,1,0,1,1,1,5,2014-10-09,2014-10-09,0,newest (1),,2014-10-09,yes,2021-07-29,336,count_source_probe,2485,2485,2026-06-29,650,0,2014-10-09,2014-10-09,5,1,0,,has_metrics,3,2021-07-29,2026-06-29,,,,,,,,,,,
541,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/pacogame5/pixel-warfare,Pixel Warfare,PacoGame5,http://www.kongregate.com/games/PacoGame5/pixel-warfare,yes,1,0,1,1,1,5,2014-10-10,2014-10-10,0,newest (1),,2014-10-10,yes,2025-06-19,233221,count_source_probe,3905,3905,2026-06-29,233221,0,2014-10-10,2014-10-10,5,1,0,,has_metrics,2,2025-06-19,2026-06-29,,,,,,,,,,,
542,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/tungnguyendev/minion-go-home,Minion Go Home,tungnguyendev,http://www.kongregate.com/games/tungnguyendev/minion-go-home,yes,1,0,1,1,1,5,2014-10-13,2014-10-13,0,newest (1),,2014-10-13,yes,2026-06-29,291,live_metrics_json,4277,4277,2026-06-29,291,0,2014-10-13,2014-10-13,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
543,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/craftydart/tdms-alpha,TDMS Alpha,CraftyDart,http://www.kongregate.com/games/CraftyDart/tdms-alpha,yes,1,0,1,1,1,5,2014-10-18,2014-10-18,0,newest (1),,2014-10-18,yes,2026-06-29,110,live_metrics_json,4272,4272,2026-06-29,110,0,2014-10-18,2014-10-18,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
544,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/peterlauris/color-picker,Color Picker,PeterLauris,http://www.kongregate.com/games/PeterLauris/color-picker,yes,1,0,1,1,1,5,2014-10-24,2014-10-24,0,newest (1),,2014-10-24,yes,2026-06-29,9203,live_metrics_json,4266,4266,2026-06-29,9203,0,2014-10-24,2014-10-24,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
545,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/sorenof/snot-launch,Snot Launch,sorenof,http://www.kongregate.com/games/sorenof/snot-launch,yes,1,0,1,1,1,5,2014-10-31,2014-10-31,0,newest (1),,2014-10-31,yes,2026-06-29,181,live_metrics_json,4259,4259,2026-06-29,181,0,2014-10-31,2014-10-31,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
546,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/s2hago/crazycicle,CrazyCicle,s2hago,http://www.kongregate.com/games/s2hago/crazycicle,yes,1,0,1,1,1,5,2014-11-11,2014-11-11,0,newest (1),,2014-11-11,yes,2026-06-30,126,live_metrics_json,4249,4249,2026-06-30,126,0,2014-11-11,2014-11-11,5,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
547,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/pixeljamgames/glorkian-warrior-the-trials-of-glork,Glorkian Warrior: The Trials Of Glork,pixeljamgames,http://www.kongregate.com/games/pixeljamgames/glorkian-warrior-the-trials-of-glork,yes,1,0,1,1,1,5,2014-11-25,2014-11-25,0,newest (1),,2014-11-25,yes,2026-06-30,7854,live_metrics_json,4235,4235,2026-06-30,7854,0,2014-11-25,2014-11-25,5,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
548,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/popelyshev/game-of-bombs,Game of Bombs,popelyshev,http://www.kongregate.com/games/popelyshev/game-of-bombs,yes,1,0,1,1,1,5,2014-12-02,2014-12-02,0,newest (1),,2014-12-02,yes,2026-06-30,7726,live_metrics_json,4228,4228,2026-06-30,7726,0,2014-12-02,2014-12-02,5,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
549,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/mamaugames/december-problems,December Problems,MamauGames,http://www.kongregate.com/games/MamauGames/december-problems,yes,1,0,1,1,1,5,2014-12-10,2014-12-10,0,newest (1),,2014-12-10,yes,2020-12-21,293,count_source_probe,2203,2203,2026-06-30,504,0,2014-12-10,2014-12-10,5,1,0,,has_metrics,2,2020-12-21,2026-06-30,,,,,,,,,,,
550,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/captainglasgow/captain-glasgows-game,Captain Glasgow's Game,CaptainGlasgow,http://www.kongregate.com/games/CaptainGlasgow/captain-glasgows-game,yes,1,0,1,1,1,5,2014-12-28,2014-12-28,0,newest (1),,2014-12-28,yes,2026-06-30,258,live_metrics_json,4202,4202,2026-06-30,258,0,2014-12-28,2014-12-28,5,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
551,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/flazm/headless-zombie-2,Headless Zombie 2,flazm,http://www.kongregate.com/games/flazm/headless-zombie-2,yes,1,0,1,1,1,5,2014-12-30,2014-12-30,0,newest (1),,2014-12-30,yes,2023-05-24,60730,count_source_probe,3067,3067,2025-03-30,60968,0,2014-12-30,2014-12-30,5,1,0,,has_metrics,2,2023-05-24,2025-03-30,,,,,,,,,,,
552,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/primagin/gravity,GRAVITY,Primagin,http://www.kongregate.com/games/Primagin/gravity,yes,1,0,1,1,1,5,2015-04-01,2015-04-01,0,newest (1),,2015-04-01,yes,2026-06-30,945,live_metrics_json,4108,4108,2026-06-30,945,0,2015-04-01,2015-04-01,5,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
553,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/polskais1/you-are-the-monst-hair,You are the Monst-Hair,polskais1,http://www.kongregate.com/games/polskais1/you-are-the-monst-hair,yes,1,0,1,1,1,5,2015-09-03,2015-09-03,0,newest (1),,2015-09-03,yes,2025-02-03,264,count_source_probe,3441,3441,2026-06-29,406,0,2015-09-03,2015-09-03,5,1,0,,has_metrics,2,2025-02-03,2026-06-29,,,,,,,,,,,
554,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/theraynoan/breakerino,Breakerino,TheRaynoan,http://www.kongregate.com/games/TheRaynoan/breakerino,yes,1,0,1,1,1,5,2015-09-09,2015-09-09,0,newest (1),,2015-09-09,yes,2026-06-29,447,live_metrics_json,3946,3946,2026-06-29,447,0,2015-09-09,2015-09-09,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
555,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/kogamadaniel/kogama-geometry-dash,KoGaMa | ♦ GEOMETRY DASH ♦,KoGaMaDaniel,http://www.kongregate.com/games/KoGaMaDaniel/kogama-geometry-dash,yes,1,0,1,1,1,5,2015-09-14,2015-09-14,0,newest (1),,2015-09-14,yes,2026-06-29,1410,live_metrics_json,3941,3941,2026-06-29,1410,0,2015-09-14,2015-09-14,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
556,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/gamesdeveloper/super-pirate-adventure,Super Pirate Adventure,Gamesdeveloper,http://www.kongregate.com/games/Gamesdeveloper/super-pirate-adventure,yes,1,0,1,1,1,5,2015-09-15,2015-09-15,0,newest (1),,2015-09-15,yes,2026-06-29,394,live_metrics_json,3940,3940,2026-06-29,394,0,2015-09-15,2015-09-15,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
557,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/heroikcom/earth-typing-defense,Earth Typing Defense,heroikcom,http://www.kongregate.com/games/heroikcom/earth-typing-defense,yes,1,0,1,1,1,5,2015-09-23,2015-09-23,0,newest (1),,2015-09-23,yes,2026-06-29,172,live_metrics_json,3932,3932,2026-06-29,172,0,2015-09-23,2015-09-23,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
558,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/pidroh/japanese-language-hiragana-katakana-exceed,Japanese Language - Hiragana & Katakana Exceed,Pidroh,http://www.kongregate.com/games/Pidroh/japanese-language-hiragana-katakana-exceed,yes,1,0,1,1,1,5,2015-09-30,2015-09-30,0,newest (1),,2015-09-30,yes,2026-06-29,978,live_metrics_json,3925,3925,2026-06-29,978,0,2015-09-30,2015-09-30,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
559,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/jotappolk/launch-the-pig,Launch the Pig,Jotappolk,http://www.kongregate.com/games/Jotappolk/launch-the-pig,yes,1,0,1,1,1,5,2015-12-18,2015-12-18,0,newest (1),,2015-12-18,yes,2026-06-29,356,live_metrics_json,3846,3846,2026-06-29,356,0,2015-12-18,2015-12-18,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
560,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/enagamess/aid-the-santa,Aid The Santa,Enagamess,http://www.kongregate.com/games/Enagamess/aid-the-santa,yes,1,0,1,1,1,5,2015-12-26,2015-12-26,0,newest (1),,2015-12-26,yes,2026-06-29,167,live_metrics_json,3838,3838,2026-06-29,167,0,2015-12-26,2015-12-26,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
561,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/runeworks/beach-rush-k,Beach Rush K,Runeworks,http://www.kongregate.com/games/Runeworks/beach-rush-k,yes,1,0,1,1,1,5,2016-01-02,2016-01-02,0,newest (1),,2016-01-02,yes,2026-06-29,827,live_metrics_json,3831,3831,2026-06-29,827,0,2016-01-02,2016-01-02,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
562,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/kinmyy/space-war,Space War,kinmyy,http://www.kongregate.com/games/kinmyy/space-war,yes,1,0,1,1,1,5,2016-01-16,2016-01-16,0,newest (1),,2016-01-16,yes,2026-06-29,136,live_metrics_json,3817,3817,2026-06-29,136,0,2016-01-16,2016-01-16,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
563,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/enagamess/rescue-from-trench-house,Rescue From Trench House,Enagamess,http://www.kongregate.com/games/Enagamess/rescue-from-trench-house,yes,1,0,1,1,1,5,2016-01-25,2016-01-25,0,newest (1),,2016-01-25,yes,2026-06-29,338,live_metrics_json,3808,3808,2026-06-29,338,0,2016-01-25,2016-01-25,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
564,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/merodn/youtube-runner,Youtube Runner,MeroDN,http://www.kongregate.com/games/MeroDN/youtube-runner,yes,1,0,1,1,1,5,2016-02-28,2016-02-28,0,newest (1),,2016-02-28,yes,2026-06-30,2677,live_metrics_json,3775,3775,2026-06-30,2677,0,2016-02-28,2016-02-28,5,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
565,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/vasantj/medieval-cop-the-true-monster,Medieval Cop - The True Monster,VasantJ,https://www.kongregate.com/games/VasantJ/medieval-cop-the-true-monster,yes,1,0,1,1,1,5,2016-03-05,2016-03-05,0,newest (1),,2016-03-05,yes,2016-04-02,40101,count_source_probe,28,28,2026-07-04,124800,0,2016-03-05,2026-07-04,5,46,19,124800,has_metrics,2,2016-04-02,2024-01-20,,,,,,,,,,,
566,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/gabrielepower86/brock-the-broccoli-beta-1-3,"Brock, the Broccoli BETA 1.3",Gabrielepower86,http://www.kongregate.com/games/Gabrielepower86/brock-the-broccoli-beta-1-3,yes,1,0,1,1,1,5,2016-03-07,2016-03-07,0,newest (1),,2016-03-07,yes,2026-06-29,75,live_metrics_json,3766,3766,2026-06-29,75,0,2016-03-07,2016-03-07,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
567,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/sandrakim/lovely-day,Lovely Day,SandraKim,http://www.kongregate.com/games/SandraKim/lovely-day,yes,1,0,1,1,1,5,2016-03-24,2016-03-24,0,newest (1),,2016-03-24,yes,2026-06-29,374,live_metrics_json,3749,3749,2026-06-29,374,0,2016-03-24,2016-03-24,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
568,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/brvasil/special-strike-dlc-4,Special Strike: DLC 4,brvasil,http://www.kongregate.com/games/brvasil/special-strike-dlc-4,yes,1,0,1,1,1,5,2016-05-06,2016-05-06,0,newest (1),,2016-05-06,yes,2026-06-29,700,live_metrics_json,3706,3706,2026-06-29,700,0,2016-05-06,2016-05-06,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
569,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/asyncrobot/just-bounce,Just Bounce,asyncrobot,http://www.kongregate.com/games/asyncrobot/just-bounce,yes,1,0,1,1,1,5,2016-05-23,2016-05-23,0,newest (1),,2016-05-23,yes,2026-06-29,45,live_metrics_json,3689,3689,2026-06-29,45,0,2016-05-23,2016-05-23,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
570,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/newgamess/car-transporter-jigsaw,Car Transporter Jigsaw,newgamess,http://www.kongregate.com/games/newgamess/car-transporter-jigsaw,yes,1,0,1,1,1,5,2016-05-24,2016-05-24,0,newest (1),,2016-05-24,yes,2026-06-29,41,live_metrics_json,3688,3688,2026-06-29,41,0,2016-05-24,2016-05-24,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
571,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/chesster415/gravitational-attraction,Gravitational Attraction.,chesster415,http://www.kongregate.com/games/chesster415/gravitational-attraction,yes,1,0,1,1,1,5,2016-06-04,2016-06-04,0,newest (1),,2016-06-04,yes,2026-06-29,607,live_metrics_json,3677,3677,2026-06-29,607,0,2016-06-04,2016-06-04,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
572,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/neal867/overwatch-tracer-concept,Overwatch: Tracer Concept,neal867,http://www.kongregate.com/games/neal867/overwatch-tracer-concept,yes,1,0,1,1,1,5,2016-06-05,2016-06-05,0,newest (1),,2016-06-05,yes,2026-06-29,493,live_metrics_json,3676,3676,2026-06-29,493,0,2016-06-05,2016-06-05,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
573,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/sandrudarius/following-zombie-horror,Following Zombie (horror),sandrudarius,http://www.kongregate.com/games/sandrudarius/following-zombie-horror,yes,1,0,1,1,1,5,2016-06-13,2016-06-13,0,newest (1),,2016-06-13,yes,2026-06-29,267,live_metrics_json,3668,3668,2026-06-29,267,0,2016-06-13,2016-06-13,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
574,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/boredallnight/escape-the-study,Escape the Study,BoredAllNight,http://www.kongregate.com/games/BoredAllNight/escape-the-study,yes,1,0,1,1,1,5,2016-06-29,2016-06-29,0,newest (1),,2016-06-29,yes,2026-06-29,243,live_metrics_json,3652,3652,2026-06-29,243,0,2016-06-29,2016-06-29,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
575,760,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/freegamepick/celebrity-gunslingers,Celebrity Gunslingers,freegamepick,http://www.kongregate.com/games/freegamepick/celebrity-gunslingers,yes,1,0,1,1,1,5,2016-07-07,2016-07-07,0,newest (1),,2016-07-07,yes,2026-06-29,531,live_metrics_json,3644,3644,2026-06-29,531,0,2016-07-07,2016-07-07,5,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
